tweet_id	entities	language	text	label	annotated_by_how_many_annotators	user_id	user_name	screen_name	verified	created_at	friends_count	followers_count	statuses_count	favourites_count	default_pic	old_label	topic	date	label_0	label_1	label_2	label_score
1374172850064609287		0	"İyi de onu eleştirenler sizin düşman olduğunuz güruh değil bilâkis sizlerin en sevdikleriniz ""faizler düşsün"" diyince düşman oldular hocaya. Bugün #HepimizBoynukalınız diyip yarın vatan haini ilan etmezsiniz inşAllah..."	0.0	2	529537129	Ebrar Ayla	pierlotito	False	Mon Mar 19 17:04:55 +0000 2012	12	73	3933	307	False	0	3	Mon Mar 19 17:04:55 +0000 2012	3	2	0	0.6
1271468103604592647	76:84%OTAR|119:138%OSIG|119:138%OSIG	0	Siyasi İslam çöktü çökecek diye Kürt'ler sevinmesin pek fazla. Kızıl elmacı Kemalist ideoloji onlardan kat ve kat daha faşist ve barbarlar.	1.0	2	1035848659496325120	Muhyettin Yusufoğlu	Yusufoglu0913	False	Sat Sep 01 11:15:40 +0000 2018	1723	413	1636	1792	False	1	2	Sat Sep 01 11:15:40 +0000 2018	0	3	2	0.6
1340747578133147651		0	Osmanlı gittikten sonra bir daha kan durmadı. Ne Arap yarım adasında ne de Afrikada...	0.0	2	1328943573144915968	Baby	anotherbutbaby	False	Wed Nov 18 06:10:32 +0000 2020	600	610	1287	11	False	0	2	Wed Nov 18 06:10:32 +0000 2020	4	1	0	0.8
1278065396919283712	191:199%OSIG|210:213%OSIG|224:230%OSIG	0	"Bir siyasetçiye, bir bakana muhalefet etmek başka bir şey, ailesine, bir kadına, bir anneye, yeni doğan bir bebeğe karşı nefret söylemi, cinsiyetçi söylemler, hakaret başka bir şey. Bu kadar aşağılık, bu kadar adi, bu kadar iğrenç olmayın...
#EsraAlbayrak
#HosgeldinHamzaSalih https://t.co/5MWUQdNl74"	1.0	2	4166595621	A.Pınar Yahşi	pinaryah	False	Wed Nov 11 21:39:37 +0000 2015	6790	9430	13236	86251	False	1	3	Wed Nov 11 21:39:37 +0000 2015	0	5	0	1.0
1276604642626068481	1:12%OTAR|102:114%OSIG	0	#ciceksepetiboykot Eğer LGBT'nin hastalık olduğunu düşünüyorsanız daha çok saygı duymanız gerekmez mi aq salakları	1.0	2	1132737754998169600	zazzy	iamnotzaynap	False	Sun May 26 19:58:20 +0000 2019	88	53	308	7771	False	1	1	Sun May 26 19:58:20 +0000 2019	0	5	0	1.0
1337795660574298114		0	"Fıtrat değişir sanma, bu kan o kandır! 

Sıkı dur sarı kanarya @Fenerbahce https://t.co/AX9vsjAd9F"	0.0	2	888803913260027904	SourLions	EksiGalatasaray	False	Sat Jul 22 16:52:20 +0000 2017	271	16848	15759	4660	False	0	4	Sat Jul 22 16:52:20 +0000 2017	5	0	0	1.0
1233875598667370501		0	Bilmediğimden soruyorum! Bu mülteciler neden sadece Yunanistan’a gitmek istiyor? Daha ucuz diye mi? Diğer Avrupa ülkelerine trenler var. Trenle gitmek uzun sürse de boğulmaktan daha iyi ve daha güvenli değil mi?! En kısa sürede gidip hükümetimize acil destek mi olmak istediler?	0.0	2	994956226172719104	Yaprak Smith 🍸🚬	YaprakSmith1	False	Fri May 11 15:03:44 +0000 2018	572	1356	40304	72315	False	0	2	Fri May 11 15:03:44 +0000 2018	5	0	0	1.0
1232281076808265728	8:21%HTAR|63:129%HSIG|25:36%OSIG	0	"İşte bu suriye askeri... Şerefsizlerin kadın erkek ayrımı yok.

Türk askerinin bu ve bunun gibi bütün ülkelere ders vermesi lazım. Allah'ım sen devletimize güç kuvvet ver. 
#suriye https://t.co/oaiKd1NYDc"	2.0	4	263146289	Sawash	SavasYalcin06	False	Wed Mar 09 13:40:35 +0000 2011	737	525	1264	1835	False	2	1	Wed Mar 09 13:40:35 +0000 2011	1	0	4	0.8
1261043124702511106	95:99%OTAR|62:64%OTAR|136:150%OSIG|189:191%OSIG|276:278%OSIG	0	arkadşlr tmm inanmıyoruz saygı duyuyoruz da bu kadar da olmaz aq ezan başlıyo ha bitti bitecek imam duaya baslıyo ulan sela mela derken beynim sikildi herkes duasını evde etsin hoca şiştik aq yeter bıktım ya az bize de saygı sizin yüzünüzden daha da agresif bi insan oluyorum aq	1.0	2	317207726	İPEK	ipkbltc	False	Tue Jun 14 15:58:35 +0000 2011	506	1457	10930	777	False	1	0	Tue Jun 14 15:58:35 +0000 2011	0	4	1	0.8
1254738142789279744	173:177%HTAR|179:183%HTAR|58:86%HSIG|152:171%HSIG|231:247%HSIG|25:29%OSIG|103:115%OSIG|132:150%OSIG	0	"ERDOĞAN düşmanlığı adamı ibne bile yapıyor. Dikkat edin. 
Kudura kudura yaşayacaksınız. 
Bu ülke artık heykelciklerin ülkesi değil. Buna alışacaksınız. Haysiyetsiz ibneler #LGBT #lgbthaklarıinsanhaklarıdır #AliErbasYalnizDegildir #YallahHollandaya #yallaharabistana #ankarabarosu"	2.0	2	938774290463420416	الپاگوت🇹🇷🇹🇷🇹🇷	Alpagut113	False	Thu Dec 07 14:16:47 +0000 2017	454	79	620	5437	False	2	1	Thu Dec 07 14:16:47 +0000 2017	0	2	3	0.6
1233402996542889985		0	En yakın arkadasım askerde ve bir hafta sonra kilise sınıra gidicek şu an oturdum ağlıyorum umutuma bir şey olursa dayanamam minik sıpam o benim	0.0	2	1136557875365629952	Vega	pinkskeepwin	False	Thu Jun 06 08:58:08 +0000 2019	197	331	10802	56978	False	0	0	Thu Jun 06 08:58:08 +0000 2019	4	1	0	0.8
1253430970931281921	75:117%OTAR|11:13%OSIG|124:153%OSIG	0	Virüse bak aq camiler kapalı, teravih yok, camilerden izmir marşı okunuyor solhaber, birgün, cumhuriyet gazetelerinde şu an zevkten bilgisayar yalıyorlar	1.0	2	567508039	Ean Croglu	cnnerglu	False	Mon Apr 30 20:01:18 +0000 2012	666	2334	48333	24714	False	1	0	Mon Apr 30 20:01:18 +0000 2012	0	5	0	1.0
1351234173948874753	20:30%OTAR|0:19%OSIG	0	"Allah belanı versin bein sport
Fenerbahçe başkanının 
Canlı yayınını vermiyorsun..
#abdulkerimdurmaz"	1.0	2	820593910837870592	Ahmet KUTBAY15	AhmetKUTBAY15	False	Sun Jan 15 11:30:09 +0000 2017	1974	720	5425	5312	False	2	4	Sun Jan 15 11:30:09 +0000 2017	0	0	5	1.0
1336786540740022273		0	Selahattin Demirtaş onurlu haysiyetli namuslu Kürt ve Türk halkın onurudur bu dünyada bir değerdir o değerli bir insandır ona terörist diyen bir terörist in tanımını öğrensin #SelahattinDemirtasıSerbestBırakın	0.0	2	2951750555	emin oğurlu	eminsemreg	False	Tue Dec 30 19:54:28 +0000 2014	156	189	198	458	False	0	2	Tue Dec 30 19:54:28 +0000 2014	3	2	0	0.6
1336781824304013313	11:14%OTAR|51:55%OTAR|15:25%OSIG|64:71%OSIG|72:79%OSIG	0	Bu ne yahu CHP kâbus gibi.Tecavüz,uyuşturucu,yalan,Lgbt desteği ibnelik,hainlik.......#MansurunTorbacısı	1.0	4	2176063611	Zafer Ekici	zaferekiciSakry	False	Sun Nov 10 18:52:18 +0000 2013	2277	1766	7334	10404	False	2	1	Sun Nov 10 18:52:18 +0000 2013	0	2	3	0.6
1372527934980915204		0	Putin'den kendisine 'katil' diyen Biden'a: Ona sağlık dilerim https://t.co/6ZfQo3pXgU	0.0	2	1360372155888893952	@sonmarti	sonmarti1	False	Fri Feb 12 23:36:42 +0000 2021	739	301	3308	10468	False	0	3	Fri Feb 12 23:36:42 +0000 2021	5	0	0	1.0
1233196656226689025	115:128%HSIG	0	"Allahım nurunu eksik etme,
Allahım nurunu tamamla,
Allahım ailelerinin içine refah ver,
Allahım dünyayı zalimlerin başlarına yık,
Allahım müslüman coğrafyayı koru,
Allahım gökten ordular indir,
Allahım ragaip nurundan nasiplendir,
Allahım zalimleri kahret,

#sehitlerimizvar"	2.0	4	244277645	m⃫ü⃫n⃫h⃫a⃫s⃫ı⃫r⃫ ⃫n⃫o⃫t⃫l⃫a⃫r⃫	munhasirnotlar	False	Fri Jan 28 23:23:02 +0000 2011	255	249	737	3959	False	2	0	Fri Jan 28 23:23:02 +0000 2011	1	0	4	0.8
1247946397267251202	89:91%OSIG|139:156%OSIG	0	Yine birileri cikmis musluman ulke sacmaligi ile atar gider yapıyor. Hangi Müslüman ülke aq? Türkiye'de yasiyorsunuz. Müslüman ülke arayan yallah Arabistana	1.0	2	1620850183	Rain 𓂀 🌻✨	vikadese_	False	Thu Jul 25 16:58:24 +0000 2013	395	399	13616	35084	False	1	0	Thu Jul 25 16:58:24 +0000 2013	0	5	0	1.0
1368210983643209733		0	"Hilafet öyle mi şu hilafeti savunduğuz kadar ENSER VAKFINDA TECAVÜZE uğrayan çocukları da savunsaydiniz ya islam da #YenidenHilafet geçiyor ise ""ADALET""li olmanız da gerekmiyor mu siz tecavüz uğrarken susun sonra çıkın hilafet İslam'da geçiyor İslam'da 'İLİM VE İRFAN'da geçiyor."	0.0	2	1213598386802159616	AHMET OLTAN	ahmetoltan7	False	Sat Jan 04 23:09:46 +0000 2020	309	24	529	2340	False	0	0	Sat Jan 04 23:09:46 +0000 2020	4	1	0	0.8
1344366197954015233	120:124%OTAR|19:101%OSIG	0	Son yıllarda artan ahlaksızlığın taciz hırsızlık çocuk tecavüzleri ve kadın cinayetlerinin tek nedeni topluma dayatılan arap kültürüdür.	1.0	4	340182377	iceberg ⭐️⭐️⭐️⭐️	icebergbuz	False	Fri Jul 22 08:19:50 +0000 2011	2402	2563	5359	709	False	2	2	Fri Jul 22 08:19:50 +0000 2011	0	1	4	0.8
1277950759129288704	65:73%OSIG|133:147%OSIG|262:275%OSIG	0	"Bunlar yeni doğum yapmış bir annenin iffetine dil uzatacak kadar şerefsiz,
Yeni dünyaya gelmiş bir bebeği kendilerine malzeme edecek karaktersizler.
Bizim için ağızlarına geleni rahatlıkla söyleyende bunlar,
Ülke diktatörlükle yönetiliyor diye yırtınanlarda...
#namussuzsunuz https://t.co/zFmOlcig3K"	1.0	4	456032080	Şeref BENTOĞLU	sbentoglu	False	Thu Jan 05 20:08:00 +0000 2012	2808	2238	7878	18081	False	1	3	Thu Jan 05 20:08:00 +0000 2012	0	4	1	0.8
1343487240647958528	105:128%HTAR|166:192%HSIG|194:234%HSIG|142:164%HSIG	0	"Rehberin emri açıktır. (İmam Hamanei). Şehid Kasım Süleymani ve Ebu Mehdi Mühendisi'nin katline karışan, Trump ve uygulayıcıları kısas olarak cezalandırılacaklardır. Bu kan yerde kalmayacaktır. Zamanı geldiğinde bu ceza uygulanacaktır. 

Seyyid Hasan Nasrallah"	2.0	2	766980146024906752	Muhyettin Kaya.	MuhyettinKaya1	False	Sat Aug 20 12:48:11 +0000 2016	517	1405	5862	11932	False	0	3	Sat Aug 20 12:48:11 +0000 2016	4	0	1	0.8
1273937990482636801	31:126%OTAR|128:133%OSIG	0	BİRLİKTE GÜZELSİN TÜRKİYE! ama kürt, ermeni, çingene, eşcinsel, türbanlı, ateist, alevi, türbansız, laz, sunni, şii, hristiyan, hariç	1.0	2	3344691987	hande the cloud	1adetot	False	Wed Jun 24 23:30:00 +0000 2015	842	79	2638	47465	False	1	0	Wed Jun 24 23:30:00 +0000 2015	0	3	2	0.6
1267254012363014148	40:47%OTAR|9:15%OSIG|82:91%OSIG	0	bu nasıl fasist bir zihniyet , ama bizi Amerikayla karıştırmayın , Kürt evlatları birkaç it yüzünden devletine saldirmaz #BarışÇakan	1.0	2	1077645358841450496	Osman	Osman48842667	False	Tue Dec 25 19:20:50 +0000 2018	114	9	393	1635	False	1	2	Tue Dec 25 19:20:50 +0000 2018	0	5	0	1.0
1227033524080971784	79:87%OSIG	0	Olum kızların çoğu yavaş yavaş eşcinsel oluyor beyler acil bizimde birbirimizi sikmemiz lazım alpere boyum yetmez tren yapıcaz lütfen katılın	1.0	4	885275246542061568	Hatem Ben Arda (yorgun demokrat)	HatemBenArdaa	False	Wed Jul 12 23:10:41 +0000 2017	936	4580	40730	47940	False	1	1	Wed Jul 12 23:10:41 +0000 2017	1	3	1	0.6
1267334847464431617	54:66%OTAR|67:109%OSIG|154:163%OSIG|127:151%OSIG	0	Toma dan gaz yemeyen, su içmeyen  eylemciyim demesin..amerikalılar gevşek gevşek caddelerde hoplayıp zıplıyor ..2 toma bunları çil yavrusu gibi dağıtır.. artistler	1.0	2	96110803	Ethem Çil	ethemcil	False	Fri Dec 11 11:45:24 +0000 2009	806	493	3106	25000	False	1	2	Fri Dec 11 11:45:24 +0000 2009	0	4	1	0.8
1274361573822402561	152:160%OSIG	0	"Konu Şu Ki:   AK Parti'yi  ve  Erdoğan'ı  sevmiyebilirsiniz,
 Ama Ona Olan Düşmanlığınız Sizi ""Terörist"" Sever Yapıyorsa. 
Bu Sizi ""Atatürk'cü  Değil"" ""Şerefsiz"" Yapar...!

Açık ve Net !
#HerşeybomMokoldu"	1.0	2	1240533392355098624	Kandirali1i	kandirali1i	False	Thu Mar 19 06:59:59 +0000 2020	437	316	47	247	False	2	3	Thu Mar 19 06:59:59 +0000 2020	0	2	3	0.6
1275681089151959042	54:56%OSIG	0	Akp ye laf edince rte laf etmiş gibi oluyoruz napalım aq  #yksakpyigötürür	1.0	2	1251917566798331904	sinem00	DSinem00	False	Sun Apr 19 16:56:36 +0000 2020	315	125	7981	3570	False	1	3	Sun Apr 19 16:56:36 +0000 2020	2	3	0	0.6
1352314350552428548	6:16%HTAR|153:196%HSIG	0	"Bravo federasyona kışın bu saatinde sivasda bütün maçlar gündüz oynanıyor bize gelince akşam görev tamam nasıl olsa rahat edin hakkımızı yiyen kim varsa zehir zıkkım olsun sabahı görmesin inşallah 🙏
@Fenerbahce 
@TFF_Org"	2.0	2	214115125	Erkan KİRLİBAL	erlex10	False	Wed Nov 10 16:13:18 +0000 2010	626	76	2717	2879	False	2	4	Wed Nov 10 16:13:18 +0000 2010	1	1	3	0.6
1233849118914686976	77:100%OSIG	0	Liverpool yenildiğine göre artık buradan gelecek motivasyonla bi 30 maç daha milletin anasını beller	1.0	2	1222111943722520576	Dobarlanıp Bragmayan	bragmayan61	False	Tue Jan 28 10:59:40 +0000 2020	717	2147	7685	30375	False	1	4	Tue Jan 28 10:59:40 +0000 2020	0	3	2	0.6
1261407306245275648	0:2%OSIG	0	Aq yemin ederim kıskanmıyorum ya soğuyorum SO ĞU YO RUM	1.0	2	1228061547546730496	𝘚𝘶 𝘛𝘶𝘯𝘤̧	HaticeSuTunc	False	Thu Feb 13 21:01:15 +0000 2020	282	478	943	7041	False	0	2	Thu Feb 13 21:01:15 +0000 2020	3	2	0	0.6
1372514040241618946		0	"Rusya Devlet Başkanı Putin: “(ABD Başkanı Biden için) Ona sağlıklar dilerim""

( Hatırlamayanlar için dün Biden Putin'e katil demişti ) https://t.co/My55NAcqCI"	0.0	2	1230222955612901376	MUHB1R	_muhbir	False	Wed Feb 19 20:10:26 +0000 2020	72	147	5714	47	False	0	3	Wed Feb 19 20:10:26 +0000 2020	5	0	0	1.0
1275824742046597121	118:121%OTAR|134:140%OSIG	0	"Meslek odalarına dönük saldırıların karşısında, direnenlerin yanındayız.
Ankara'ya yürüyen avukatlar bir başlangıçtı. AKP iktidarının faşist saldırıları karşısında hayatı, emeği, yaşamı savunuyoruz.
#SavunmaSusmayacak https://t.co/jUkLdLRGz9"	1.0	4	2189045173	Kadıköy Halkevi	kadikoyhalkevi	False	Mon Nov 11 21:53:43 +0000 2013	379	2028	9870	11745	False	1	3	Mon Nov 11 21:53:43 +0000 2013	0	4	1	0.8
1377083643773005826	171:182%OSIG|205:216%OSIG	0	"Ülke 20 yıldır hiç durmadan  zarar ediyor.
Kendi şirketinize zarar ettiren müdüre kaç yıl tahammül edersiniz.
cari açık demek ülkenin zarar etmesi demektir.
Ha 1 dolarlık vatan haini ha bu talanı görmeyen vatan haini ne farkınız var?
#BizVatanseverSizDolarsever"	1.0	4	1643594708	MUHAFIZ  (  محافظ  )	ELELE2023	False	Sat Aug 03 20:26:19 +0000 2013	2648	2886	25015	3386	False	2	3	Sat Aug 03 20:26:19 +0000 2013	1	1	3	0.6
1267221353830191108	73:78%OSIG	0	"Kürt ve terrorist aynı şey değildir.
2020 yılındayız bunu hala anlamayan aptal insanlar var."	1.0	2	1179839037445726208	VeysDiyin	Krauserin1	False	Thu Oct 03 19:22:22 +0000 2019	410	332	1429	5491	False	1	2	Thu Oct 03 19:22:22 +0000 2019	0	5	0	1.0
1340297636365148162		0	"Dostlar malum #NBA başlıyor. Geçen sene zevkle oynadığımız 'Dunkest' fantezi ligine sizleri de bekleriz.

Lig seçmesinde 'join' diyip code kısmına '4E5FD457' yazabilirsiniz.

https://t.co/bOXfzmqrYO

(mobil uygulaması da var)

Not: Kan gövdeyi götürecek!"	0.0	2	702778886623502336	Ayhan Kayan	ayhankayan14	False	Thu Feb 25 08:55:18 +0000 2016	302	307	1834	2140	False	0	4	Thu Feb 25 08:55:18 +0000 2016	3	2	0	0.6
1233830318647410698		0	Görüldüğü üzere maç öncesinde yapılan bütün tezahüratlar iki gole bakıyor. Sonra hayat devam ediyor herkes için. Acıyı paylaşmak mı? Mağlubiyet acısını paylaşmak olur olsa olsa.	0.0	2	229603414	Tuğhan	redstreetwalker	False	Wed Dec 22 20:53:17 +0000 2010	432	218	3556	361	False	0	4	Wed Dec 22 20:53:17 +0000 2010	5	0	0	1.0
1348959049166053380	10:18%HTAR|0:9%HSIG|35:52%HSIG	0	"Kahrolsun Amerikan Emperyalizmi...
Terörist sizsiniz... https://t.co/4VH1YsqcSP https://t.co/xZEtgGiYnc"	2.0	2	919817106195189760	Mutlu TUNCAY	MutluTuncay48	False	Mon Oct 16 06:47:42 +0000 2017	1176	765	6585	27571	False	2	2	Mon Oct 16 06:47:42 +0000 2017	0	0	5	1.0
1371178490033278983	0:11%OSIG	0	LANET OLSUN BANA BÖYLE BİR FENERBAHÇE İZLETEN SORUMLULARA, #AZİZYILDIRIMHAKKINIHELALETMEBUGEVŞEKLERE #FBvGB	1.0	4	1176542447402397696	Furkan BUYURUCU	FBuyurucu	False	Tue Sep 24 17:02:48 +0000 2019	42	1	87	55	False	2	4	Tue Sep 24 17:02:48 +0000 2019	0	0	5	1.0
1275560619190685696	0:7%OTAR|65:68%OSIG|113:115%OSIG	0	Ali koç Fenerbahçe'ye başkan olurken bahsettiğin vizyon bu muydu amk. Koskaca Fenerbahçe'nin düştüğü hallere bak aq	1.0	2	1208851476518490112	memoli	qardesbenibisal	False	Sun Dec 22 20:47:15 +0000 2019	117	65	1049	3253	False	1	4	Sun Dec 22 20:47:15 +0000 2019	0	5	0	1.0
1233898473151397888	0:9%OTAR|91:100%OTAR|239:248%OSIG|127:157%OSIG|251:276%OSIG	0	"MUHALEFET NE YAPMALI?
Tele1 var, Krt var, Halk tv var tv'ye çıkmak isteselerdi çıkarlardı. Muhalefet zaten muhalefet değil ki, halkı oyalayan orta oyuncuları..
Gerçeği, Akp'yi ve amacını/görevini biliyorlar anlatırlardı, Ama susuyorlar...
Korkaklar..
Susanlar dilsiz şeytandır..."	1.0	2	633626097	🇹🇷HÜSEYİN BÜYÜKOK🇹🇷	HuseyinBuyukok	False	Thu Jul 12 07:31:52 +0000 2012	3218	3713	111776	80359	False	1	3	Thu Jul 12 07:31:52 +0000 2012	1	3	1	0.6
1343995418422738948	119:122%OTAR|107:118%OSIG	0	"Neden beklettiniz bu kadar aşıyı piyasaya sürmek için sayın bim yetkilileri? 😂 Çin'den boşuna aldık aşıyı, vatan haini bim! 
Neyse ki sürdünüz piyasaya da içimiz ferahladı biraz da olsa 😂 https://t.co/G623t6XC0T"	1.0	4	736660536725753856	Furkan Altunsoy	sentetiktineer	False	Sat May 28 20:48:53 +0000 2016	123	168	3261	15716	False	0	3	Sat May 28 20:48:53 +0000 2016	4	1	0	0.8
1289170216040235008		0	Çocuklar öldürülüyor, kadınlar öldürülüyor, hayvanlar öldürülüyor bunlar cinayet değil ama kurban cinayettir öyle mi? Yılbaşında yenilen ördekler, hindiler, tavuklar ne o zaman? Yemin ederim sırf konuşmak için konuşuyosunuz. Boş yapıyosunuz, yapmayın.	0.0	4	953750050152288256	▶meralw9◀	ofcourselion98	False	Wed Jan 17 22:05:06 +0000 2018	462	483	10265	19005	False	1	1	Wed Jan 17 22:05:06 +0000 2018	1	4	0	0.8
1373334337194762243	73:84%OTAR|93:112%OSIG	0	"Giresun gram top oynamadan hakem sayesinde beleş gollerle 3 puan aldınız ümit öztürk seninde allah belanı versin 
#Samsunspor 
#Giresunspor"	1.0	2	1168277621395853312	eness	eness36053821	False	Sun Sep 01 21:41:22 +0000 2019	140	122	1716	11351	False	2	4	Sun Sep 01 21:41:22 +0000 2019	0	0	5	1.0
1257149719823953921	123:132%HTAR|133:143%HSIG|50:62%OSIG|31:36%OSIG|67:77%OSIG|84:97%OSIG	0	Ne demek lgbt desteklemiyoruum comar misin abiiii koyun surusu yaa koyune don laaan gay olucaksin moruuk yasasin lezbiyeen heterolar geberiiiin	2.0	2	885164134165352448	yandere✌	zeynepyaamur	False	Wed Jul 12 15:49:09 +0000 2017	479	612	1624	25725	False	2	1	Wed Jul 12 15:49:09 +0000 2017	0	1	4	0.8
1272806155593699333	22:35%OSIG	0	ülke ülkelikten çıktı amına koyayım https://t.co/8Kp09FYrYF	1.0	2	1249987545737420800	İREM'in İÇ SESİİ	iremR1M	False	Tue Apr 14 09:07:22 +0000 2020	586	764	2691	5609	False	1	3	Tue Apr 14 09:07:22 +0000 2020	0	5	0	1.0
1367431993198338048		0	"Deniz Çoban: ""Şiddetli hareket için de şu soruya cevap aramak gerekir; Oyuncu ellerini kollarını silah olarak mı kullanıyor yoksa araç olarak mı kullanıyor? Benim açımdan cevap net. Galatasaraylı oyuncu kollarını ‘araç’ olarak kullanıyor."""	0.0	2	1933910437	BBO Sports	bbosports	False	Fri Oct 04 10:45:11 +0000 2013	137	129059	39801	7725	False	0	4	Fri Oct 04 10:45:11 +0000 2013	5	0	0	1.0
1280934140595130375	38:42%HTAR|0:37%HSIG|0:37%HSIG|0:37%HSIG	0	LANET OLSUN. LANET OLSUN. LANET OLSUN LGBT	2.0	2	1049407763649048576	Yasin	yasinkoc3458	False	Mon Oct 08 21:14:42 +0000 2018	64	26	1023	3110	False	2	1	Mon Oct 08 21:14:42 +0000 2018	0	0	5	1.0
