tweet_id	user_id	user_name	screen_name	verified	created_at	friends_count	followers_count	statuses_count	favourites_count	default_pic	label	topic	language	date	text	label_0	label_1	label_2	label_score
1274792057995919361	1010964994605928448	egemencan_34	1905_egemen	False	Sun Jun 24 19:16:52 +0000 2018	907	48	364	2697	False	1	4	0	Sun Jun 24 19:16:52 +0000 2018	+6 ne durduk yere sarı kart ne piç hakem	0	4	1	0.8
1317186153603280897	188314425	Azat Atman 🐞	azt_atmn	False	Wed Sep 08 12:55:55 +0000 2010	199	146	781	588	False	1	4	0	Wed Sep 08 12:55:55 +0000 2010	Fenerbahçe Beko da Brown tüm takımı katletti resmen ve ısrarla hala oyunda. Yok bu koçtan da bu takımdan da bir cacık olmaz aga.	0	5	0	1.0
1277319404120834049	836694769724174336	Shko Draconian	DraconianShko	False	Tue Feb 28 21:49:12 +0000 2017	160	98	460	1288	False	2	2	1	Tue Feb 28 21:49:12 +0000 2017	"Stfu turks we are not your country mates you fucking racist terrorist bastard FUCK YOU!! FROM THE BOTTOM MY HEARTS 
#TurkeyInvadesKurdistan"	0	0	5	1.0
1288297462017544194	754557705172418560	Resmiye Karbuz Kavaklı	rsmykvkl	False	Sun Jul 17 06:05:50 +0000 2016	141	21	502	2699	False	0	1	0	Sun Jul 17 06:05:50 +0000 2016	Yıl olmuş 2020 biz hala kadın hakları, hayvan hakları, toplumsal ahlak, cinayet, tecavüz üzerine konuşuyoruz. Bu arada bir de herşeyi öğrendiğimiz sosyal medya için sansür yasası var. Yazık bize, geleceğe, gençliğe yazık. #SansuerYasasınaDurDe #istanbulsozlesmesiyasatir	3	2	0	0.6
1343904811264172032	817088640136278016	GayPorn4Less.com	gaypornforless	False	Thu Jan 05 19:21:27 +0000 2017	1	61	508	0	False	0	1	1	Thu Jan 05 19:21:27 +0000 2017	"ICON MALE  -  On Sale  -  66% OFF  -  Save $20  -  $9.99

Get The Deal - https://t.co/xDaLJS1MdH

Erotic Gay Porn &amp; Passionate Sex - Icon Male

Premium Erotic Gay Porntars Shot Beautifully In HD Hardcore Action

Start Saving Now: https://t.co/xDaLJS1MdH https://t.co/UvcWbBG3BD"	3	2	0	0.6
1272247472623104000	855768604129845248	Fenerli Circle	Circle_fb	False	Sat Apr 22 13:01:49 +0000 2017	534	172	4556	15746	False	0	4	0	Sat Apr 22 13:01:49 +0000 2017	Herkes böyle ilk 3 hayallerinde, neden? Lig sonuncusu Kayseri’yi Altay’ın üst düzey performansı ve biraz da şansla yendik. 7’de 7 yapacağımız banko havasında herkes noluyor aq?	3	2	0	0.6
1230176142549757952	1230172592159498240	feministsavar	feministsavar1	False	Wed Feb 19 16:49:45 +0000 2020	25	0	17	0	False	1	1	0	Wed Feb 19 16:49:45 +0000 2020	Feminist olacak kız kılından belli olur https://t.co/LBykVGaSjS	0	5	0	1.0
1374108793508880386	1368827983805419520	Ali KAYA	AliKaya0644_	False	Mon Mar 08 07:36:52 +0000 2021	29	20	62	1164	False	2	2	0	Mon Mar 08 07:36:52 +0000 2021	"İkiside VATAN HAYİNİ!
Ellerinde, tüyü bitmemiş yetimlerin ahı ve kanı var!
Soldaki Ermeni şerefsiz
sağdaki abd’ye hizmet eden şerefsiz!
Vatan hayini din düşmanı ŞEREFSİZLERİ öven’de, destekleyen’de kollayan da HAYİNDİR!
#hakanşükür ve #öcalan 
#terörist https://t.co/U5gRs2O7Cr"	0	0	5	1.0
1265596460399296512	1547801246	🇹🇷🇹🇷ERCÜ🇹🇷🇹🇷	ercuercu87	False	Wed Jun 26 09:54:34 +0000 2013	261	121	955	777	False	1	0	0	Wed Jun 26 09:54:34 +0000 2013	Ulan yavşaklar kürtleri bari oyununuza alet etmeyin ermeni artıkları Ülkeyi bölmek için girmediginiz kılık kalmadi  kürt oldunuz alevi oldunuz solcu oldunuz sağcı oldunuz ibne oldunuz nasıl bir yaratıksın lan siz  #KurdistanEngellenemez	0	4	1	0.8
1308280263995138048	934358648272359424	Burhan Amin (Milli)	Insanlik_olsun	False	Sat Nov 25 09:50:36 +0000 2017	2629	3145	18559	216219	False	2	0	0	Sat Nov 25 09:50:36 +0000 2017	"BİZLER İSLAM'DAN ÇOK UZAKLAŞTIK

HİNDİSTAN'da İSLÂMa ZULÜM
Camii lerinin Yakıldığı
Üzerlerindeki kıyafetleri zorla çıkarılan 
Hintli Müslüman kadınların feryatlarını dünyaya duyurmak için  
SENde SES VER KARDEŞİM!
 Sende Duaya katil
       Allah'ın laneti kafirlerin üzerine olsun https://t.co/RVhVAMSOXy"	0	0	5	1.0
1277817524831297537	1055661312171237376	Object Show Ship / HC / etc. Bot (Remastered)	ObjectShowHCBot	False	Fri Oct 26 03:24:04 +0000 2018	169	161	14863	315	False	2	4	1	Fri Oct 26 03:24:04 +0000 2018	I hate Balloon x Baseball	0	0	5	1.0
1374172850064609287	529537129	Ebrar Ayla	pierlotito	False	Mon Mar 19 17:04:55 +0000 2012	12	73	3933	307	False	0	3	0	Mon Mar 19 17:04:55 +0000 2012	"İyi de onu eleştirenler sizin düşman olduğunuz güruh değil bilâkis sizlerin en sevdikleriniz ""faizler düşsün"" diyince düşman oldular hocaya. Bugün #HepimizBoynukalınız diyip yarın vatan haini ilan etmezsiniz inşAllah..."	3	2	0	0.6
1271468103604592647	1035848659496325120	Muhyettin Yusufoğlu	Yusufoglu0913	False	Sat Sep 01 11:15:40 +0000 2018	1723	413	1636	1792	False	1	2	0	Sat Sep 01 11:15:40 +0000 2018	Siyasi İslam çöktü çökecek diye Kürt'ler sevinmesin pek fazla. Kızıl elmacı Kemalist ideoloji onlardan kat ve kat daha faşist ve barbarlar.	0	3	2	0.6
1376994628956737536	110758975	BBC Sport Wales	BBCSportWales	True	Tue Feb 02 17:37:18 +0000 2010	830	105145	127042	437	False	0	4	1	Tue Feb 02 17:37:18 +0000 2010	"Wales players made their feelings clear about racist abuse aimed at some of their players ahead of Tuesday's World Cup qualifier against Czech Republic.

👉 https://t.co/bMnCdnRu3p https://t.co/qv4TAApwyv"	5	0	0	1.0
1340747578133147651	1328943573144915968	Baby	anotherbutbaby	False	Wed Nov 18 06:10:32 +0000 2020	600	610	1287	11	False	0	2	0	Wed Nov 18 06:10:32 +0000 2020	Osmanlı gittikten sonra bir daha kan durmadı. Ne Arap yarım adasında ne de Afrikada...	4	1	0	0.8
1344643202469474305	186762030	Josi 🎤 using my voice	Twosidesofacoin	False	Sat Sep 04 09:37:45 +0000 2010	1272	520	17212	16008	False	2	3	1	Sat Sep 04 09:37:45 +0000 2010	"They seek #Trump here, they seek him there
Those Yankies seek him everywhere.
Is he golfing still or is he in hell?
That damned elusive President. 
341,000 and growing, more people have died from #COVID19 in the US this year than died in battle in World War II &amp; Vietnam combined."	1	0	4	0.8
1278053719700131850	35022195	Buddy Winston	BuddyWinston	False	Fri Apr 24 20:00:14 +0000 2009	17075	17004	29138	42784	False	1	3	1	Fri Apr 24 20:00:14 +0000 2009	If Susan Rice called Lindsey Graham a piece of shit then I nominate her for vice president.	1	4	0	0.8
1277708861575741440	806932872376569856	Billy	billyspackman1	False	Thu Dec 08 18:46:03 +0000 2016	646	439	2853	11095	False	1	4	1	Thu Dec 08 18:46:03 +0000 2016	"the sad thing is this year it wasn’t that hard to get europe, league performances worse than they have been in years and 1 extra spot bc of city, but predictably we make no signings in the summer or january and our manager plays every game for a draw 

what’s the fucking point"	1	4	0	0.8
1344790790678040577	828297080934277120	Proud Globalist. Earth First.	1776Progressive	False	Sun Feb 05 17:39:47 +0000 2017	196	41	3264	1983	False	0	3	1	Sun Feb 05 17:39:47 +0000 2017	"#Trump charged people a lot of #money to come to his #MarALago #NewYearsEve #party and said he would attend, then left for #WashingtonDC to destroy our #democracy.

#LoserOfTheCentury 
#TrumpIsALoser
#GoodBye2020 
@realDonaldTrump 
#FoxNews 
@DonaldJTrumpJr 
#LoserInChief 
@VP"	3	2	0	0.6
1278065396919283712	4166595621	A.Pınar Yahşi	pinaryah	False	Wed Nov 11 21:39:37 +0000 2015	6790	9430	13236	86251	False	1	3	0	Wed Nov 11 21:39:37 +0000 2015	"Bir siyasetçiye, bir bakana muhalefet etmek başka bir şey, ailesine, bir kadına, bir anneye, yeni doğan bir bebeğe karşı nefret söylemi, cinsiyetçi söylemler, hakaret başka bir şey. Bu kadar aşağılık, bu kadar adi, bu kadar iğrenç olmayın...
#EsraAlbayrak
#HosgeldinHamzaSalih https://t.co/5MWUQdNl74"	0	5	0	1.0
1276604642626068481	1132737754998169600	zazzy	iamnotzaynap	False	Sun May 26 19:58:20 +0000 2019	88	53	308	7771	False	1	1	0	Sun May 26 19:58:20 +0000 2019	#ciceksepetiboykot Eğer LGBT'nin hastalık olduğunu düşünüyorsanız daha çok saygı duymanız gerekmez mi aq salakları	0	5	0	1.0
1337795660574298114	888803913260027904	SourLions	EksiGalatasaray	False	Sat Jul 22 16:52:20 +0000 2017	271	16848	15759	4660	False	0	4	0	Sat Jul 22 16:52:20 +0000 2017	"Fıtrat değişir sanma, bu kan o kandır! 

Sıkı dur sarı kanarya @Fenerbahce https://t.co/AX9vsjAd9F"	5	0	0	1.0
1365209018860531714	291996085	Tamer Selçuk	tamerpekkirbizl	False	Mon May 02 23:17:14 +0000 2011	163	26	161	1106	False	2	2	0	Mon May 02 23:17:14 +0000 2011	"26 Şubat 1992'de ermeni katil suruleri, Hocalı'da kadın, çocuk, yaşlı demeden 613 Azerbaycan Türk'ünü zalimce işkencelerle tüm dünyanın gözleri önünde katletti ama dünya bu katliama sessiz kaldı!
Katledilen kardeşlerimizin ruhları şad olsun! Katil ermenistan. 
#HocalıSoykırımı"	1	0	4	0.8
1344168351883554817	255379182	Yasser Shalaby	yassershalaby30	False	Mon Feb 21 07:08:48 +0000 2011	268	190	345	131	False	2	0	1	Mon Feb 21 07:08:48 +0000 2011	So he’s American not Arabic, and he’s Christin and not a Muslim thank God , but HE STILL is A TERRORIST .. yes that was a domestic terrorist #AnthonyWarner May god protect the USA ..	0	0	5	1.0
1233875598667370501	994956226172719104	Yaprak Smith 🍸🚬	YaprakSmith1	False	Fri May 11 15:03:44 +0000 2018	572	1356	40304	72315	False	0	2	0	Fri May 11 15:03:44 +0000 2018	Bilmediğimden soruyorum! Bu mülteciler neden sadece Yunanistan’a gitmek istiyor? Daha ucuz diye mi? Diğer Avrupa ülkelerine trenler var. Trenle gitmek uzun sürse de boğulmaktan daha iyi ve daha güvenli değil mi?! En kısa sürede gidip hükümetimize acil destek mi olmak istediler?	5	0	0	1.0
1344349700913201152	923429376246599680	Shaikh Merazur Rahman	shaikhologgy	False	Thu Oct 26 06:01:34 +0000 2017	572	405	2417	4168	False	0	0	1	Thu Oct 26 06:01:34 +0000 2017	"Within a week

1. Vandalished property and palce saffron flag on Mosque.

2. CAA gun shooter join BJP

3. Three kashmiris encountered by   government forces.

#IslamoPhobiaInIndia
#SrinagarFakeEncounter https://t.co/vl7hF3MB6n"	5	0	0	1.0
1278108134955823105	1625899357	space ghost #BLM☮️🖤🌈😷	patrickvzen1	False	Sat Jul 27 16:56:15 +0000 2013	538	652	75028	46527	False	1	3	1	Sat Jul 27 16:56:15 +0000 2013	"the first words out of biden’s mouth after he’s inaugurated should be
“russia,if you ever fuck with our elections or our troops again...EVER.
we will be at war that day and you will cease to exist. believe!”"	2	3	0	0.6
1302274197897572352	716756136	Nasuh Bektaş	nasuhbektas	False	Wed Jul 25 20:59:58 +0000 2012	1970	83914	446148	103636	False	0	0	0	Wed Jul 25 20:59:58 +0000 2012	"Melisa, Babasının silahıyla kendini öldürdü. Babası, kızına ölmesi için baskı yapıyormuş. 
Katili babası ve kadın karşıtı, söylem ve eylemi olan başta siyasi ortam, diyanet, cemaatler, tarikatlar ve yetiştirdikleri insanlar ve oluşturdukları kadın karşıtı ortam... https://t.co/G3izMEpo4y"	5	0	0	1.0
1376429283565002752	79178509	Kino	RugbyKino	False	Fri Oct 02 13:19:51 +0000 2009	2850	3175	156056	20982	False	0	2	1	Fri Oct 02 13:19:51 +0000 2009	Cullen thinks South African addition will be shot in the arm for the Pro14 (via @rugby_ie) https://t.co/hOsHarsEVc	5	0	0	1.0
1232281076808265728	263146289	Sawash	SavasYalcin06	False	Wed Mar 09 13:40:35 +0000 2011	737	525	1264	1835	False	2	1	0	Wed Mar 09 13:40:35 +0000 2011	"İşte bu suriye askeri... Şerefsizlerin kadın erkek ayrımı yok.

Türk askerinin bu ve bunun gibi bütün ülkelere ders vermesi lazım. Allah'ım sen devletimize güç kuvvet ver. 
#suriye https://t.co/oaiKd1NYDc"	1	0	4	0.8
1278022254438293506	583117972	Madman In A Blue Box~NEVER UNDERESTIMATE A DALEK!	AnOldLefty	False	Thu May 17 20:33:22 +0000 2012	3713	4706	482523	85690	False	1	3	1	Thu May 17 20:33:22 +0000 2012	I would rather have a Blue Dog Dem who voted with us 70% of the time than a Republican who votes with us 0% of the time. Those saying Booker should run as an Independent need to shut the fuck up.	1	4	0	0.8
1261043124702511106	317207726	İPEK	ipkbltc	False	Tue Jun 14 15:58:35 +0000 2011	506	1457	10930	777	False	1	0	0	Tue Jun 14 15:58:35 +0000 2011	arkadşlr tmm inanmıyoruz saygı duyuyoruz da bu kadar da olmaz aq ezan başlıyo ha bitti bitecek imam duaya baslıyo ulan sela mela derken beynim sikildi herkes duasını evde etsin hoca şiştik aq yeter bıktım ya az bize de saygı sizin yüzünüzden daha da agresif bi insan oluyorum aq	0	4	1	0.8
1375793888775004163	420228297	Trafford MV	TraffordMv	False	Thu Nov 24 10:37:55 +0000 2011	218	1441	7025	1028	False	0	4	1	Thu Nov 24 10:37:55 +0000 2011	5 Years Ago today we lost a close fought game 26 - 21 away @LittleboroughRU but revenge was sweet with the league decider at home only a few weeks later and MV coming out on top in Lancashire (North) #virtualgameday #happydays #returntoplay https://t.co/HNxXFa4Xbx	5	0	0	1.0
1254738142789279744	938774290463420416	الپاگوت🇹🇷🇹🇷🇹🇷	Alpagut113	False	Thu Dec 07 14:16:47 +0000 2017	454	79	620	5437	False	2	1	0	Thu Dec 07 14:16:47 +0000 2017	"ERDOĞAN düşmanlığı adamı ibne bile yapıyor. Dikkat edin. 
Kudura kudura yaşayacaksınız. 
Bu ülke artık heykelciklerin ülkesi değil. Buna alışacaksınız. Haysiyetsiz ibneler #LGBT #lgbthaklarıinsanhaklarıdır #AliErbasYalnizDegildir #YallahHollandaya #yallaharabistana #ankarabarosu"	0	2	3	0.6
1277592125551415296	1046233821727719424	Indian Right Wing Community	indianrightwing	False	Sun Sep 30 03:02:35 +0000 2018	235	7674	7086	10180	False	0	0	1	Sun Sep 30 03:02:35 +0000 2018	"Dear countrymen, 
Secularism in our country is like a no objection certificate fr extremists &amp; hinduphobic elements.A wolf disguised as a sheep
Remember,the best response to a religion that teaches hate,a sense of being superior,extremism etc. 
is ""better religion"" not secularism https://t.co/hm7MlhbLF5"	3	2	0	0.6
1278086848213127175	42906028	Christina DeJoseph	Christina3G	False	Wed May 27 15:32:16 +0000 2009	65	52	494	357	False	0	4	1	Wed May 27 15:32:16 +0000 2009	Worse decision making ever Setíen?!? You kept Vidal in far too long, Griezman &amp; Fati came in too damn late, this is such crap! Losing points every other day. We just handed Real Madrid the title  🤬 #FCBarcelona #tragic #angry #byesetien	3	1	1	0.6
1233402996542889985	1136557875365629952	Vega	pinkskeepwin	False	Thu Jun 06 08:58:08 +0000 2019	197	331	10802	56978	False	0	0	0	Thu Jun 06 08:58:08 +0000 2019	En yakın arkadasım askerde ve bir hafta sonra kilise sınıra gidicek şu an oturdum ağlıyorum umutuma bir şey olursa dayanamam minik sıpam o benim	4	1	0	0.8
1253430970931281921	567508039	Ean Croglu	cnnerglu	False	Mon Apr 30 20:01:18 +0000 2012	666	2334	48333	24714	False	1	0	0	Mon Apr 30 20:01:18 +0000 2012	Virüse bak aq camiler kapalı, teravih yok, camilerden izmir marşı okunuyor solhaber, birgün, cumhuriyet gazetelerinde şu an zevkten bilgisayar yalıyorlar	0	5	0	1.0
1351234173948874753	820593910837870592	Ahmet KUTBAY15	AhmetKUTBAY15	False	Sun Jan 15 11:30:09 +0000 2017	1974	720	5425	5312	False	2	4	0	Sun Jan 15 11:30:09 +0000 2017	"Allah belanı versin bein sport
Fenerbahçe başkanının 
Canlı yayınını vermiyorsun..
#abdulkerimdurmaz"	0	0	5	1.0
1336786540740022273	2951750555	emin oğurlu	eminsemreg	False	Tue Dec 30 19:54:28 +0000 2014	156	189	198	458	False	0	2	0	Tue Dec 30 19:54:28 +0000 2014	Selahattin Demirtaş onurlu haysiyetli namuslu Kürt ve Türk halkın onurudur bu dünyada bir değerdir o değerli bir insandır ona terörist diyen bir terörist in tanımını öğrensin #SelahattinDemirtasıSerbestBırakın	3	2	0	0.6
1336781824304013313	2176063611	Zafer Ekici	zaferekiciSakry	False	Sun Nov 10 18:52:18 +0000 2013	2277	1766	7334	10404	False	2	1	0	Sun Nov 10 18:52:18 +0000 2013	Bu ne yahu CHP kâbus gibi.Tecavüz,uyuşturucu,yalan,Lgbt desteği ibnelik,hainlik.......#MansurunTorbacısı	0	2	3	0.6
1277978283599003652	325265348	CLB	ColinTheBaptist	False	Tue Jun 28 00:54:48 +0000 2011	1437	1704	51197	9375	False	1	3	1	Tue Jun 28 00:54:48 +0000 2011	I will tune in to the Trump concession speech before to tuned in to the Joe Biden acceptance speech just took see the stupid look on his smug ass, orange ass face.	0	5	0	1.0
1372527934980915204	1360372155888893952	@sonmarti	sonmarti1	False	Fri Feb 12 23:36:42 +0000 2021	739	301	3308	10468	False	0	3	0	Fri Feb 12 23:36:42 +0000 2021	Putin'den kendisine 'katil' diyen Biden'a: Ona sağlık dilerim https://t.co/6ZfQo3pXgU	5	0	0	1.0
1233196656226689025	244277645	m⃫ü⃫n⃫h⃫a⃫s⃫ı⃫r⃫ ⃫n⃫o⃫t⃫l⃫a⃫r⃫	munhasirnotlar	False	Fri Jan 28 23:23:02 +0000 2011	255	249	737	3959	False	2	0	0	Fri Jan 28 23:23:02 +0000 2011	"Allahım nurunu eksik etme,
Allahım nurunu tamamla,
Allahım ailelerinin içine refah ver,
Allahım dünyayı zalimlerin başlarına yık,
Allahım müslüman coğrafyayı koru,
Allahım gökten ordular indir,
Allahım ragaip nurundan nasiplendir,
Allahım zalimleri kahret,

#sehitlerimizvar"	1	0	4	0.8
1377320936748240899	3064619176	katie kausch	KatieKausch	False	Fri Feb 27 21:09:35 +0000 2015	599	430	1573	656	False	0	3	1	Fri Feb 27 21:09:35 +0000 2015	Another chapter in the Maggie Haney saga: she's suing @USAGym over the suspension proceedings, saying they were (to put it very simply) unfair https://t.co/3AmuN0NIYa	5	0	0	1.0
1376896934636630017	1316692703191740416	Matt Reynolds	MattReyxx	False	Thu Oct 15 10:49:46 +0000 2020	166	35	417	130	False	1	0	1	Thu Oct 15 10:49:46 +0000 2020	"Acts of cowardice by #PakistanSponsoredTerrorism on innocent #Shias should be condemned by the global community. The bomb attack in #Parachinar by #Taliban in 2017 stands as testimony to the hypocrisy of Muslim charlatans claiming to be 'Champions of Islamic Rights'.
@TarekFatah"	1	4	0	0.8
1247946397267251202	1620850183	Rain 𓂀 🌻✨	vikadese_	False	Thu Jul 25 16:58:24 +0000 2013	395	399	13616	35084	False	1	0	0	Thu Jul 25 16:58:24 +0000 2013	Yine birileri cikmis musluman ulke sacmaligi ile atar gider yapıyor. Hangi Müslüman ülke aq? Türkiye'de yasiyorsunuz. Müslüman ülke arayan yallah Arabistana	0	5	0	1.0
1368210983643209733	1213598386802159616	AHMET OLTAN	ahmetoltan7	False	Sat Jan 04 23:09:46 +0000 2020	309	24	529	2340	False	0	0	0	Sat Jan 04 23:09:46 +0000 2020	"Hilafet öyle mi şu hilafeti savunduğuz kadar ENSER VAKFINDA TECAVÜZE uğrayan çocukları da savunsaydiniz ya islam da #YenidenHilafet geçiyor ise ""ADALET""li olmanız da gerekmiyor mu siz tecavüz uğrarken susun sonra çıkın hilafet İslam'da geçiyor İslam'da 'İLİM VE İRFAN'da geçiyor."	4	1	0	0.8
1277527804880420865	1012667002811346944	Ramen 🍓 is TIRED ✿ ACAB	cuddlykiribaku	False	Fri Jun 29 12:00:02 +0000 2018	1125	353	157802	208792	False	1	4	1	Fri Jun 29 12:00:02 +0000 2018	Who tf is outside making all this damn noise?? Are they playing basketball?????	1	3	1	0.6
1277745011057180674	4130100204	vanessa 🔪	vanelafea	False	Thu Nov 05 02:10:28 +0000 2015	147	194	13869	38210	False	1	1	1	Thu Nov 05 02:10:28 +0000 2015	My parents found my tik tok where my username has whore in it, I post thirst traps, say a multitude of swear words, and also confess I’m kinda gay... well it was nice knowing y’all but it’s finally time I go through with ending my shit :)	2	3	0	0.6
1344366197954015233	340182377	iceberg ⭐️⭐️⭐️⭐️	icebergbuz	False	Fri Jul 22 08:19:50 +0000 2011	2402	2563	5359	709	False	2	2	0	Fri Jul 22 08:19:50 +0000 2011	Son yıllarda artan ahlaksızlığın taciz hırsızlık çocuk tecavüzleri ve kadın cinayetlerinin tek nedeni topluma dayatılan arap kültürüdür.	0	1	4	0.8
1377010153359167488	3238200588	🐝	Drgnfly42	False	Sat Jun 06 22:20:39 +0000 2015	380	493	171798	145908	False	0	0	1	Sat Jun 06 22:20:39 +0000 2015	"Is talking to people with differing gardening knowledge and practices than what you’ve learned like people of differing religions? 
“Be nice while doubting half they say”
Watering houseplants from the top is how you get fungus gnats  CUZ THE SUN DOESN’T HIT THE SOIL TO KILL EM?"	4	1	0	0.8
1278077435611877376	1608141001	Akul Bhardwaj	DJ_Novio	False	Sat Jul 20 12:04:13 +0000 2013	385	218	8680	37391	False	2	4	1	Sat Jul 20 12:04:13 +0000 2013	"WTF is this? Why wasn't there a VAR check? That was a fucking dive!!
Is that VAR only here to favour real madrid? Fucking cunts. THAT WAS NOT A PENALTY!"	0	0	5	1.0
1277950759129288704	456032080	Şeref BENTOĞLU	sbentoglu	False	Thu Jan 05 20:08:00 +0000 2012	2808	2238	7878	18081	False	1	3	0	Thu Jan 05 20:08:00 +0000 2012	"Bunlar yeni doğum yapmış bir annenin iffetine dil uzatacak kadar şerefsiz,
Yeni dünyaya gelmiş bir bebeği kendilerine malzeme edecek karaktersizler.
Bizim için ağızlarına geleni rahatlıkla söyleyende bunlar,
Ülke diktatörlükle yönetiliyor diye yırtınanlarda...
#namussuzsunuz https://t.co/zFmOlcig3K"	0	4	1	0.8
1276935011023949826	957676891506380800	vina	itsviina	False	Sun Jan 28 18:08:58 +0000 2018	172	263	610	8042	False	2	2	1	Sun Jan 28 18:08:58 +0000 2018	Kurds wo support PKK block me rn, bcz theyre fucking terrorists! Turkey is bombing us bcz of them and u support them? And whoever supports pkk have no difference with that bitch erdugan for me! Yikess #TurkeyIsBombingKurdistan	0	0	5	1.0
1377294261360623617	1357006282322923520	^_^	swagdeficiency	False	Wed Feb 03 16:41:32 +0000 2021	109	52	5637	829	False	2	1	1	Wed Feb 03 16:41:32 +0000 2021	I hate gay people mio was like I know what i want for christmas ^__^ and stuck his hand down shuns pants. GO TO HELL	0	0	5	1.0
1343487240647958528	766980146024906752	Muhyettin Kaya.	MuhyettinKaya1	False	Sat Aug 20 12:48:11 +0000 2016	517	1405	5862	11932	False	0	3	0	Sat Aug 20 12:48:11 +0000 2016	"Rehberin emri açıktır. (İmam Hamanei). Şehid Kasım Süleymani ve Ebu Mehdi Mühendisi'nin katline karışan, Trump ve uygulayıcıları kısas olarak cezalandırılacaklardır. Bu kan yerde kalmayacaktır. Zamanı geldiğinde bu ceza uygulanacaktır. 

Seyyid Hasan Nasrallah"	4	0	1	0.8
